booking_id,stays_in_weekend_nights,stays_in_week_nights,lead_time,arrival_year,arrival_month,arrival_date_day_of_month,market_segment_type,avg_price_per_room,booking_status,hotel,country,email,arrival_date_week_number
INN22890,0,3,73,2017,11,24,Offline,85.67,Not_Canceled,Unknown,Unknown,Unknown,
INN22891,0,1,5,2018,8,17,Online,113.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22892,2,3,22,2018,12,1,Online,133.5,Not_Canceled,Unknown,Unknown,Unknown,
INN22893,0,2,102,2017,10,16,Offline,80.0,Canceled,Unknown,Unknown,Unknown,
INN22894,2,2,115,2018,8,20,Offline,72.25,Not_Canceled,Unknown,Unknown,Unknown,
INN22895,1,2,77,2017,7,13,Online,76.5,Canceled,Unknown,Unknown,Unknown,
INN22896,1,2,57,2018,6,10,Offline,75.33,Not_Canceled,Unknown,Unknown,Unknown,
INN22897,0,1,65,2018,4,23,Online,118.8,Not_Canceled,Unknown,Unknown,Unknown,
INN22898,0,1,37,2018,6,22,Online,103.35,Not_Canceled,Unknown,Unknown,Unknown,
INN22899,1,2,41,2018,9,5,Online,174.0,Canceled,Unknown,Unknown,Unknown,
INN22900,1,4,73,2018,10,12,Online,135.0,Canceled,Unknown,Unknown,Unknown,
INN22901,0,1,71,2018,6,30,Online,112.5,Canceled,Unknown,Unknown,Unknown,
INN22902,2,1,23,2018,1,2,Offline,109.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22903,3,7,29,2018,4,15,Online,99.49,Canceled,Unknown,Unknown,Unknown,
INN22904,0,2,308,2018,11,25,Offline,52.0,Canceled,Unknown,Unknown,Unknown,
INN22905,1,2,175,2018,9,30,Online,104.1,Canceled,Unknown,Unknown,Unknown,
INN22906,0,1,4,2018,1,26,Online,93.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22907,0,3,41,2018,5,17,Online,143.4,Not_Canceled,Unknown,Unknown,Unknown,
INN22908,1,3,290,2018,12,1,Online,73.95,Canceled,Unknown,Unknown,Unknown,
INN22909,0,3,3,2017,10,15,Offline,85.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22910,0,3,6,2018,3,23,Online,130.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22911,0,3,35,2017,11,26,Online,103.5,Not_Canceled,Unknown,Unknown,Unknown,
INN22912,2,3,125,2018,8,21,Online,117.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22913,1,2,338,2018,10,7,Offline,90.67,Not_Canceled,Unknown,Unknown,Unknown,
INN22914,0,1,3,2017,9,12,Online,152.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22915,0,1,5,2017,11,4,Online,117.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22916,2,2,77,2018,4,16,Online,95.2,Not_Canceled,Unknown,Unknown,Unknown,
INN22917,0,1,44,2018,5,19,Offline,76.5,Not_Canceled,Unknown,Unknown,Unknown,
INN22918,2,0,164,2018,7,10,Online,114.3,Canceled,Unknown,Unknown,Unknown,
INN22919,2,2,52,2018,5,15,Online,92.28,Not_Canceled,Unknown,Unknown,Unknown,
INN22920,0,3,5,2018,8,9,Online,151.0,Canceled,Unknown,Unknown,Unknown,
INN22921,1,1,73,2018,6,4,Online,117.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22922,2,3,256,2018,10,16,Online,103.7,Canceled,Unknown,Unknown,Unknown,
INN22923,0,2,56,2018,5,13,Online,140.4,Not_Canceled,Unknown,Unknown,Unknown,
INN22924,1,1,28,2017,10,12,Online,95.95,Not_Canceled,Unknown,Unknown,Unknown,
INN22925,4,10,200,2018,8,4,Online,66.53,Canceled,Unknown,Unknown,Unknown,
INN22926,0,4,157,2018,7,6,Online,107.95,Canceled,Unknown,Unknown,Unknown,
INN22927,0,2,6,2017,12,10,Online,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22928,0,2,308,2018,11,25,Offline,52.0,Canceled,Unknown,Unknown,Unknown,
INN22929,0,3,57,2018,12,8,Online,93.6,Not_Canceled,Unknown,Unknown,Unknown,
INN22930,2,4,57,2018,12,15,Online,74.8,Canceled,Unknown,Unknown,Unknown,
INN22931,2,1,17,2017,9,5,Online,69.49,Not_Canceled,Unknown,Unknown,Unknown,
INN22932,0,3,71,2018,6,14,Offline,120.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22933,0,2,3,2018,7,12,Online,173.5,Not_Canceled,Unknown,Unknown,Unknown,
INN22934,0,3,148,2018,6,2,Online,100.8,Not_Canceled,Unknown,Unknown,Unknown,
INN22935,0,1,1,2017,9,24,Complementary,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22936,0,3,79,2018,12,15,Online,109.8,Not_Canceled,Unknown,Unknown,Unknown,
INN22937,1,5,46,2018,8,30,Online,123.3,Canceled,Unknown,Unknown,Unknown,
INN22938,1,0,3,2017,8,2,Complementary,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22939,0,4,116,2018,7,6,Online,138.55,Not_Canceled,Unknown,Unknown,Unknown,
INN22940,0,1,19,2017,12,23,Online,77.25,Not_Canceled,Unknown,Unknown,Unknown,
INN22941,2,3,151,2018,10,6,Online,91.48,Not_Canceled,Unknown,Unknown,Unknown,
INN22942,1,3,75,2018,3,17,Offline,80.0,Canceled,Unknown,Unknown,Unknown,
INN22943,0,1,8,2018,2,19,Corporate,81.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22944,1,1,60,2017,10,12,Offline,65.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22945,1,1,12,2018,5,30,Online,111.35,Not_Canceled,Unknown,Unknown,Unknown,
INN22946,0,2,64,2018,5,17,Corporate,140.0,Canceled,Unknown,Unknown,Unknown,
INN22947,2,1,265,2018,11,20,Online,78.3,Canceled,Unknown,Unknown,Unknown,
INN22948,1,3,119,2018,10,24,Offline,106.25,Not_Canceled,Unknown,Unknown,Unknown,
INN22949,2,3,59,2017,10,15,Offline,76.5,Not_Canceled,Unknown,Unknown,Unknown,
INN22950,1,3,33,2018,12,5,Offline,59.5,Not_Canceled,Unknown,Unknown,Unknown,
INN22951,1,2,121,2017,8,10,Online,76.5,Canceled,Unknown,Unknown,Unknown,
INN22952,2,1,20,2018,1,30,Online,89.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22953,0,2,4,2018,2,23,Online,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22954,2,2,91,2018,10,30,Online,61.33,Not_Canceled,Unknown,Unknown,Unknown,
INN22955,2,1,12,2017,11,7,Online,114.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22956,1,3,52,2018,8,18,Online,152.1,Not_Canceled,Unknown,Unknown,Unknown,
INN22957,1,5,247,2018,12,27,Online,110.78,Not_Canceled,Unknown,Unknown,Unknown,
INN22958,2,5,188,2018,8,1,Online,123.75,Canceled,Unknown,Unknown,Unknown,
INN22959,2,5,70,2018,5,11,Online,119.85,Not_Canceled,Unknown,Unknown,Unknown,
INN22960,2,2,179,2018,8,26,Online,82.18,Canceled,Unknown,Unknown,Unknown,
INN22961,1,2,6,2018,5,23,Online,106.25,Not_Canceled,Unknown,Unknown,Unknown,
INN22962,1,2,9,2018,6,17,Online,141.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22963,2,2,134,2017,12,4,Offline,65.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22964,0,2,1,2018,3,15,Complementary,55.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22965,0,1,21,2018,3,4,Online,85.0,Canceled,Unknown,Unknown,Unknown,
INN22966,1,2,273,2018,5,13,Offline,95.0,Canceled,Unknown,Unknown,Unknown,
INN22967,0,2,56,2018,6,8,Online,113.4,Canceled,Unknown,Unknown,Unknown,
INN22968,2,3,68,2018,5,21,Online,96.99,Not_Canceled,Unknown,Unknown,Unknown,
INN22969,0,4,270,2018,4,20,Offline,62.8,Canceled,Unknown,Unknown,Unknown,
INN22970,0,4,189,2018,7,5,Online,90.95,Canceled,Unknown,Unknown,Unknown,
INN22971,1,3,21,2018,8,1,Online,138.0,Canceled,Unknown,Unknown,Unknown,
INN22972,0,5,32,2018,10,25,Online,109.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22973,2,1,104,2018,9,18,Online,135.9,Canceled,Unknown,Unknown,Unknown,
INN22974,1,2,101,2018,4,4,Offline,80.0,Canceled,Unknown,Unknown,Unknown,
INN22975,0,2,188,2018,6,15,Offline,130.0,Canceled,Unknown,Unknown,Unknown,
INN22976,1,2,121,2018,6,24,Offline,90.0,Canceled,Unknown,Unknown,Unknown,
INN22977,0,1,33,2018,8,11,Online,152.1,Not_Canceled,Unknown,Unknown,Unknown,
INN22978,1,0,3,2018,9,11,Online,155.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22979,0,3,73,2017,10,22,Online,89.25,Not_Canceled,Unknown,Unknown,Unknown,
INN22980,0,1,6,2018,5,26,Online,197.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22981,2,2,2,2017,10,9,Online,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22982,0,1,0,2018,6,7,Complementary,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22983,2,2,161,2018,7,16,Online,87.13,Not_Canceled,Unknown,Unknown,Unknown,
INN22984,0,2,188,2018,6,15,Offline,130.0,Canceled,Unknown,Unknown,Unknown,
INN22985,0,1,107,2017,8,12,Online,76.5,Not_Canceled,Unknown,Unknown,Unknown,
INN22986,0,3,3,2017,10,15,Offline,85.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22987,0,3,37,2018,10,13,Offline,105.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22988,0,2,39,2017,8,14,Offline,101.5,Not_Canceled,Unknown,Unknown,Unknown,
INN22989,2,2,47,2018,1,31,Online,58.94,Not_Canceled,Unknown,Unknown,Unknown,
INN22990,1,1,45,2018,11,19,Online,93.6,Canceled,Unknown,Unknown,Unknown,
INN22991,0,1,95,2018,5,7,Online,126.9,Canceled,Unknown,Unknown,Unknown,
INN22992,0,2,3,2018,5,10,Offline,95.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22993,1,4,148,2017,12,30,Offline,67.0,Not_Canceled,Unknown,Unknown,Unknown,
INN22994,2,3,132,2017,10,25,Online,89.25,Not_Canceled,Unknown,Unknown,Unknown,
INN22995,0,3,39,2018,11,15,Online,88.4,Not_Canceled,Unknown,Unknown,Unknown,
INN22996,1,4,141,2018,5,30,Online,99.96,Canceled,Unknown,Unknown,Unknown,
INN22997,1,2,102,2017,10,16,Online,89.25,Not_Canceled,Unknown,Unknown,Unknown,
INN22998,0,3,12,2018,4,27,Online,122.33,Not_Canceled,Unknown,Unknown,Unknown,
INN22999,1,0,9,2018,1,4,Online,89.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23000,1,2,44,2018,11,21,Online,82.13,Not_Canceled,Unknown,Unknown,Unknown,
INN23001,1,2,45,2018,9,5,Online,145.2,Canceled,Unknown,Unknown,Unknown,
INN23002,1,3,281,2018,10,3,Online,108.8,Canceled,Unknown,Unknown,Unknown,
INN23003,4,10,212,2018,7,27,Online,90.95,Canceled,Unknown,Unknown,Unknown,
INN23004,0,3,146,2017,12,29,Offline,75.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23005,1,0,5,2018,11,14,Online,88.8,Not_Canceled,Unknown,Unknown,Unknown,
INN23006,1,1,34,2018,4,2,Online,131.4,Not_Canceled,Unknown,Unknown,Unknown,
INN23007,0,3,279,2018,10,12,Offline,110.0,Canceled,Unknown,Unknown,Unknown,
INN23008,0,1,0,2017,7,29,Complementary,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23009,0,1,1,2018,9,27,Corporate,65.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23010,2,3,37,2018,12,9,Online,51.05,Not_Canceled,Unknown,Unknown,Unknown,
INN23011,0,2,164,2017,10,2,Offline,100.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23012,0,2,141,2018,9,23,Online,147.6,Not_Canceled,Unknown,Unknown,Unknown,
INN23013,1,3,39,2018,10,17,Online,242.77,Not_Canceled,Unknown,Unknown,Unknown,
INN23014,0,2,5,2017,9,1,Online,105.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23015,1,2,12,2018,2,5,Online,130.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23016,0,2,256,2018,6,15,Offline,115.0,Canceled,Unknown,Unknown,Unknown,
INN23017,1,3,19,2018,4,14,Online,156.5,Canceled,Unknown,Unknown,Unknown,
INN23018,1,3,16,2018,4,7,Online,127.5,Canceled,Unknown,Unknown,Unknown,
INN23019,0,1,150,2017,7,9,Online,76.5,Canceled,Unknown,Unknown,Unknown,
INN23020,0,1,44,2018,10,5,Online,108.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23021,2,3,31,2018,3,10,Online,95.4,Not_Canceled,Unknown,Unknown,Unknown,
INN23022,0,1,5,2018,1,20,Offline,65.8,Not_Canceled,Unknown,Unknown,Unknown,
INN23023,2,5,11,2018,11,13,Online,97.0,Canceled,Unknown,Unknown,Unknown,
INN23024,1,4,71,2018,6,1,Offline,115.6,Canceled,Unknown,Unknown,Unknown,
INN23025,0,3,5,2018,4,12,Online,157.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23026,1,2,13,2018,3,28,Online,141.33,Not_Canceled,Unknown,Unknown,Unknown,
INN23027,2,2,23,2017,9,4,Offline,110.5,Not_Canceled,Unknown,Unknown,Unknown,
INN23028,1,2,315,2018,9,30,Offline,160.0,Canceled,Unknown,Unknown,Unknown,
INN23029,2,0,75,2018,10,30,Offline,105.0,Canceled,Unknown,Unknown,Unknown,
INN23030,2,4,69,2018,6,12,Offline,120.0,Canceled,Unknown,Unknown,Unknown,
INN23031,0,2,17,2018,5,31,Online,166.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23032,1,5,85,2018,4,11,Offline,72.76,Not_Canceled,Unknown,Unknown,Unknown,
INN23033,0,2,6,2018,3,2,Online,80.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23034,0,1,50,2018,6,28,Online,82.47,Not_Canceled,Unknown,Unknown,Unknown,
INN23035,4,10,102,2018,6,25,Offline,79.29,Canceled,Unknown,Unknown,Unknown,
INN23036,2,2,76,2018,4,16,Online,110.5,Not_Canceled,Unknown,Unknown,Unknown,
INN23037,0,2,69,2017,9,22,Offline,106.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23038,0,2,273,2017,7,17,Offline,109.0,Canceled,Unknown,Unknown,Unknown,
INN23039,1,3,46,2018,9,12,Offline,120.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23040,0,4,154,2018,10,19,Online,108.0,Canceled,Unknown,Unknown,Unknown,
INN23041,0,2,102,2017,10,16,Offline,109.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23042,0,2,100,2018,8,16,Online,152.1,Not_Canceled,Unknown,Unknown,Unknown,
INN23043,2,4,245,2018,7,6,Offline,110.0,Canceled,Unknown,Unknown,Unknown,
INN23044,0,1,1,2018,2,24,Online,91.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23045,2,0,20,2018,12,4,Corporate,67.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23046,0,2,0,2017,9,2,Online,105.5,Not_Canceled,Unknown,Unknown,Unknown,
INN23047,1,1,60,2018,4,30,Online,121.5,Canceled,Unknown,Unknown,Unknown,
INN23048,0,3,62,2018,7,26,Online,114.3,Canceled,Unknown,Unknown,Unknown,
INN23049,0,1,72,2017,9,18,Offline,108.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23050,0,1,1,2018,1,22,Offline,45.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23051,0,2,1,2017,9,9,Corporate,90.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23052,1,0,0,2018,7,31,Online,115.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23053,0,2,3,2018,3,23,Online,139.0,Canceled,Unknown,Unknown,Unknown,
INN23054,2,0,0,2018,7,10,Online,134.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23055,1,2,1,2018,10,28,Online,211.76,Not_Canceled,Unknown,Unknown,Unknown,
INN23056,0,2,39,2017,8,14,Offline,87.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23057,0,4,32,2018,10,25,Online,109.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23058,2,3,184,2018,9,4,Online,152.15,Canceled,Unknown,Unknown,Unknown,
INN23059,1,4,33,2017,10,28,Offline,77.4,Not_Canceled,Unknown,Unknown,Unknown,
INN23060,1,0,0,2018,5,9,Online,89.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23061,2,4,129,2018,8,6,Online,114.3,Canceled,Unknown,Unknown,Unknown,
INN23062,1,2,7,2018,8,12,Online,175.67,Not_Canceled,Unknown,Unknown,Unknown,
INN23063,2,5,32,2018,9,13,Online,137.52,Not_Canceled,Unknown,Unknown,Unknown,
INN23064,2,3,131,2018,6,17,Online,105.74,Not_Canceled,Unknown,Unknown,Unknown,
INN23065,0,1,105,2018,4,6,Offline,75.0,Canceled,Unknown,Unknown,Unknown,
INN23066,0,2,63,2017,9,4,Offline,116.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23067,0,3,133,2018,5,17,Online,105.3,Not_Canceled,Unknown,Unknown,Unknown,
INN23068,2,1,82,2018,7,23,Online,97.54,Not_Canceled,Unknown,Unknown,Unknown,
INN23069,2,10,239,2018,12,27,Online,78.77,Canceled,Unknown,Unknown,Unknown,
INN23070,0,2,86,2017,9,24,Offline,105.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23071,1,2,59,2018,6,27,Online,101.1,Canceled,Unknown,Unknown,Unknown,
INN23072,0,1,0,2017,8,18,Online,129.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23073,0,2,32,2017,11,20,Offline,73.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23074,1,0,16,2018,6,12,Complementary,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23075,2,3,200,2018,9,1,Online,146.37,Canceled,Unknown,Unknown,Unknown,
INN23076,0,4,100,2018,4,5,Online,84.58,Not_Canceled,Unknown,Unknown,Unknown,
INN23077,1,3,120,2018,8,8,Online,127.8,Canceled,Unknown,Unknown,Unknown,
INN23078,0,3,271,2018,9,21,Online,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23079,0,5,173,2018,11,1,Online,80.1,Not_Canceled,Unknown,Unknown,Unknown,
INN23080,2,3,2,2018,2,26,Online,110.6,Not_Canceled,Unknown,Unknown,Unknown,
INN23081,1,2,3,2018,9,19,Aviation,110.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23082,1,2,62,2018,4,1,Online,106.2,Not_Canceled,Unknown,Unknown,Unknown,
INN23083,2,2,23,2018,11,6,Online,180.25,Not_Canceled,Unknown,Unknown,Unknown,
INN23084,1,1,247,2018,6,6,Offline,115.0,Canceled,Unknown,Unknown,Unknown,
INN23085,0,0,36,2018,7,20,Online,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23086,1,0,13,2018,3,20,Offline,85.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23087,2,3,17,2017,9,10,Online,114.4,Not_Canceled,Unknown,Unknown,Unknown,
INN23088,0,3,19,2018,3,9,Online,85.0,Canceled,Unknown,Unknown,Unknown,
INN23089,1,2,105,2017,10,12,Offline,110.0,Canceled,Unknown,Unknown,Unknown,
INN23090,2,3,62,2018,12,25,Offline,68.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23091,0,1,56,2018,6,8,Offline,120.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23092,1,1,33,2018,1,25,Corporate,59.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23093,2,1,253,2018,10,29,Online,65.83,Canceled,Unknown,Unknown,Unknown,
INN23094,0,1,37,2018,5,13,Online,116.1,Not_Canceled,Unknown,Unknown,Unknown,
INN23095,0,2,1,2018,2,25,Online,102.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23096,2,3,304,2018,12,29,Complementary,20.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23097,0,1,130,2018,2,20,Online,61.25,Canceled,Unknown,Unknown,Unknown,
INN23098,0,3,314,2018,10,12,Offline,75.0,Canceled,Unknown,Unknown,Unknown,
INN23099,1,3,20,2018,11,7,Online,171.13,Not_Canceled,Unknown,Unknown,Unknown,
INN23100,2,5,113,2018,6,13,Online,119.85,Canceled,Unknown,Unknown,Unknown,
INN23101,2,2,186,2018,9,2,Offline,80.75,Not_Canceled,Unknown,Unknown,Unknown,
INN23102,0,3,40,2017,10,27,Offline,113.4,Not_Canceled,Unknown,Unknown,Unknown,
INN23103,1,1,247,2018,6,6,Offline,115.0,Canceled,Unknown,Unknown,Unknown,
INN23104,2,4,50,2018,7,13,Offline,79.56,Canceled,Unknown,Unknown,Unknown,
INN23105,1,2,57,2018,11,11,Online,105.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23106,0,1,7,2018,2,20,Online,93.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23107,0,1,3,2018,4,28,Online,119.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23108,1,3,39,2017,10,12,Online,94.5,Not_Canceled,Unknown,Unknown,Unknown,
INN23109,0,4,21,2018,12,28,Online,129.58,Not_Canceled,Unknown,Unknown,Unknown,
INN23110,0,2,39,2018,6,17,Online,109.49,Not_Canceled,Unknown,Unknown,Unknown,
INN23111,0,2,18,2018,12,30,Online,158.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23112,1,1,5,2018,11,28,Online,82.35,Not_Canceled,Unknown,Unknown,Unknown,
INN23113,1,3,29,2018,3,7,Online,73.73,Not_Canceled,Unknown,Unknown,Unknown,
INN23114,2,0,38,2018,9,25,Online,104.64,Canceled,Unknown,Unknown,Unknown,
INN23115,0,1,105,2018,4,6,Offline,75.0,Canceled,Unknown,Unknown,Unknown,
INN23116,1,2,15,2018,4,29,Online,125.67,Canceled,Unknown,Unknown,Unknown,
INN23117,2,1,73,2018,4,3,Online,87.3,Not_Canceled,Unknown,Unknown,Unknown,
INN23118,0,0,1,2017,10,10,Online,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23119,2,5,149,2018,6,4,Online,144.14,Canceled,Unknown,Unknown,Unknown,
INN23120,0,3,55,2017,12,31,Offline,71.33,Not_Canceled,Unknown,Unknown,Unknown,
INN23121,0,2,0,2017,8,11,Complementary,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23122,1,2,31,2017,12,28,Offline,80.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23123,2,0,87,2018,10,30,Online,90.9,Canceled,Unknown,Unknown,Unknown,
INN23124,0,1,4,2018,5,21,Offline,107.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23125,2,1,124,2018,10,9,Online,118.8,Not_Canceled,Unknown,Unknown,Unknown,
INN23126,1,0,3,2018,12,12,Corporate,79.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23127,2,1,51,2017,11,14,Offline,60.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23128,0,2,377,2018,10,14,Offline,115.0,Canceled,Unknown,Unknown,Unknown,
INN23129,0,1,56,2018,6,8,Offline,120.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23130,0,2,245,2018,6,17,Offline,75.0,Canceled,Unknown,Unknown,Unknown,
INN23131,0,1,2,2018,10,13,Offline,109.65,Not_Canceled,Unknown,Unknown,Unknown,
INN23132,0,1,0,2018,4,23,Online,97.32,Not_Canceled,Unknown,Unknown,Unknown,
INN23133,1,2,13,2018,4,25,Online,109.0,Canceled,Unknown,Unknown,Unknown,
INN23134,1,1,28,2017,10,5,Offline,70.0,Canceled,Unknown,Unknown,Unknown,
INN23135,1,1,175,2018,7,23,Online,85.5,Not_Canceled,Unknown,Unknown,Unknown,
INN23136,1,5,86,2018,4,26,Online,95.2,Not_Canceled,Unknown,Unknown,Unknown,
INN23137,0,1,0,2018,9,1,Online,149.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23138,1,3,139,2018,8,22,Online,103.05,Canceled,Unknown,Unknown,Unknown,
INN23139,0,1,221,2018,8,12,Offline,73.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23140,0,1,27,2018,6,29,Corporate,65.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23141,2,1,161,2018,5,22,Online,114.3,Canceled,Unknown,Unknown,Unknown,
INN23142,1,2,21,2018,8,29,Online,140.0,Canceled,Unknown,Unknown,Unknown,
INN23143,1,1,26,2018,4,18,Online,89.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23144,0,2,6,2017,12,17,Online,74.69,Not_Canceled,Unknown,Unknown,Unknown,
INN23145,0,3,63,2018,6,9,Online,126.9,Canceled,Unknown,Unknown,Unknown,
INN23146,0,1,6,2018,11,24,Online,152.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23147,1,1,85,2018,12,3,Online,98.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23148,1,3,28,2018,6,30,Online,129.55,Not_Canceled,Unknown,Unknown,Unknown,
INN23149,2,3,45,2018,11,24,Online,96.9,Not_Canceled,Unknown,Unknown,Unknown,
INN23150,0,1,7,2018,3,23,Online,101.0,Canceled,Unknown,Unknown,Unknown,
INN23151,1,2,233,2018,10,14,Offline,90.0,Canceled,Unknown,Unknown,Unknown,
INN23152,0,2,188,2018,6,15,Offline,130.0,Canceled,Unknown,Unknown,Unknown,
INN23153,0,3,51,2018,6,30,Online,117.9,Canceled,Unknown,Unknown,Unknown,
INN23154,2,1,21,2018,2,27,Online,112.67,Canceled,Unknown,Unknown,Unknown,
INN23155,0,2,151,2018,1,19,Offline,71.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23156,1,0,34,2017,10,18,Offline,76.5,Not_Canceled,Unknown,Unknown,Unknown,
INN23157,2,2,162,2018,10,14,Offline,115.0,Canceled,Unknown,Unknown,Unknown,
INN23158,0,2,256,2018,6,15,Offline,115.0,Canceled,Unknown,Unknown,Unknown,
INN23159,0,3,183,2018,9,8,Offline,110.0,Canceled,Unknown,Unknown,Unknown,
INN23160,1,1,24,2018,9,26,Online,107.1,Canceled,Unknown,Unknown,Unknown,
INN23161,2,1,7,2018,8,13,Online,130.67,Canceled,Unknown,Unknown,Unknown,
INN23162,1,1,201,2018,10,1,Online,98.1,Canceled,Unknown,Unknown,Unknown,
INN23163,2,2,59,2018,12,4,Online,119.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23164,2,0,1,2017,8,9,Online,153.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23165,2,5,153,2018,10,17,Online,151.2,Not_Canceled,Unknown,Unknown,Unknown,
INN23166,0,4,35,2018,2,9,Online,73.9,Not_Canceled,Unknown,Unknown,Unknown,
INN23167,1,3,61,2018,3,17,Online,78.41,Canceled,Unknown,Unknown,Unknown,
INN23168,1,1,50,2018,5,21,Offline,85.5,Not_Canceled,Unknown,Unknown,Unknown,
INN23169,2,1,76,2017,11,8,Offline,49.07,Not_Canceled,Unknown,Unknown,Unknown,
INN23170,0,2,151,2018,1,19,Offline,71.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23171,0,1,16,2018,2,26,Corporate,31.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23172,0,2,1,2017,12,2,Online,63.75,Not_Canceled,Unknown,Unknown,Unknown,
INN23173,0,1,1,2018,12,15,Online,97.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23174,0,1,88,2018,12,30,Offline,68.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23175,0,1,0,2017,8,18,Online,129.0,Not_Canceled,Unknown,Unknown,Unknown,
INN23176,1,3,35,2018,9,5,Online,127.44,Not_Canceled,Unknown,Unknown,Unknown,
